Longitude,Latitude,UHI Index
-77.28986,39.17273667,1.0050588
-77.28985167,39.18187,0.99474096
-77.28964,39.18267833,0.9974565
-77.28954,39.14963333,0.99774915
-77.28931167,39.17240667,0.99826854
-77.28931,39.16959167,1.0096407
-77.289255,39.169445,1.0020967
-77.28901167,39.17206,1.0007937
-77.28885333,39.15124167,0.9894902
-77.288715,39.16108333,1.0028231
-77.28846667,39.15247,0.9856849
-77.28824833,39.15307333,0.9874317
-77.28823667,39.10333,0.991809
-77.28818333,39.16920833,1.0073363
-77.28803333,39.18373333,0.98188436
-77.28760667,39.18370833,0.99807394
-77.28738333,39.15412833,0.9968687
-77.287285,39.10356167,0.9964206
-77.28719667,39.16217,1.0021557
-77.286425,39.153745,0.9999308
-77.28626167,39.16260333,1.0035626
-77.28531,39.18344,0.9961354
-77.28527833,39.15355667,1.0017599
-77.28520333,39.15390667,0.9738067
-77.28519833,39.153845,0.9978789
-77.28512167,39.15415667,0.97228754
-77.284675,39.19555167,0.9906941
-77.28467333,39.19446333,0.98753613
-77.28401667,39.19703833,0.9956736
-77.28383,39.172985,1.0079004
-77.28376667,39.10609833,0.9975806
-77.28374833,39.18669,0.9940255
-77.28369833,39.193665,0.99792546
-77.28367833,39.18634833,0.99150836
-77.28365833,39.170815,0.9992738
-77.28348833,39.16912833,1.0001916
-77.28339167,39.17011333,0.994545
-77.28332333,39.106485,0.9955556
-77.283305,39.16920333,1.0023781
-77.28324333,39.169805,0.9928298
-77.28319667,39.16970833,0.99664396
-77.28313833,39.19740667,1.001748
-77.28313,39.18563667,0.99168557
-77.28288667,39.19743167,0.99746186
-77.28284167,39.17601167,1.0028843
-77.282835,39.16256667,1.0058903
-77.282765,39.10695,0.9943019
-77.282445,39.19025333,0.9978759
-77.28219667,39.16224833,1.0019759
-77.28198667,39.11299667,0.98663884
-77.28186333,39.19208667,0.9883843
-77.28178667,39.11269167,0.99097514
-77.28172333,39.19056667,0.985611
-77.28149167,39.15409833,0.99282795
-77.28140333,39.15415167,0.99282795
-77.28139333,39.11371167,0.99496126
-77.28139333,39.19161167,0.9897688
-77.28132333,39.11379667,0.99270177
-77.28125,39.15425833,0.97599554
-77.28117333,39.19699333,0.99328995
-77.28114833,39.19146667,0.99064505
-77.28111667,39.154345,1.005602
-77.28109167,39.19082667,1.0052233
-77.28105,39.1142,0.9984526
-77.28097667,39.15438667,0.9817196
-77.28093333,39.114655,0.9820467
-77.28093167,39.190935,0.99556464
-77.28084833,39.154345,1.0057307
-77.280755,39.19111833,0.9933997
-77.28071,39.11026667,0.99439836
-77.280635,39.11019333,0.99439836
-77.28059333,39.15418167,0.97361696
-77.28042667,39.15406667,1.0027748
-77.28034167,39.19674167,1.001766
-77.28028667,39.10920667,0.9885411
-77.28017667,39.15388833,0.99967587
-77.28000333,39.15378833,1.006859
-77.279985,39.10982,0.99369544
-77.27983333,39.15371667,1.006859
-77.279555,39.15366167,0.9711592
-77.27927167,39.15362833,1.004512
-77.27925,39.19643167,1.0017635
-77.27898667,39.115405,0.98032886
-77.27868667,39.15351167,0.98678184
-77.27864167,39.115445,0.9824318
-77.278455,39.15344333,1.0020946
-77.27836167,39.15346333,0.97740024
-77.278315,39.11343167,0.98873496
-77.27822333,39.11484833,0.99048847
-77.27820167,39.11426167,0.97826296
-77.278195,39.11180167,0.99102104
-77.27743833,39.19637333,0.999122
-77.277365,39.155015,0.99228746
-77.27705667,39.1716,1.0131801
-77.27703,39.15548,0.9956108
-77.277015,39.171415,1.0128577
-77.276875,39.17133167,0.99909943
-77.27668167,39.17191833,1.0061103
-77.27665833,39.19983833,0.98335814
-77.27645333,39.15641167,0.99694985
-77.27638833,39.15652833,0.99636
-77.27620833,39.19895833,0.9869418
-77.27584,39.15917167,1.0074645
-77.275595,39.15728667,0.98346823
-77.27556667,39.17062,1.0007135
-77.27550667,39.20180667,1.0078031
-77.27547333,39.15727333,0.98346823
-77.27541,39.159075,1.01063
-77.27536167,39.17284667,1.0009378
-77.27529167,39.19836667,0.9859477
-77.27523833,39.111985,0.99648106
-77.27523167,39.15917667,1.0116161
-77.27475833,39.16061667,0.9919714
-77.27466333,39.17012333,0.9925363
-77.27431667,39.15686,0.99990433
-77.27431333,39.14578167,0.99856937
-77.27428667,39.16204167,0.9880174
-77.27422,39.19744333,0.99834394
-77.27420167,39.162315,0.9821731
-77.2741,39.196855,1.002312
-77.273805,39.14644333,1.0071781
-77.27379,39.16362333,0.9855734
-77.27371667,39.16385,1.001005
-77.27358667,39.156445,1.0040989
-77.27353667,39.20124,1.009685
-77.27335333,39.16460333,1.0028582
-77.27323333,39.11249667,0.99492365
-77.27316333,39.20149833,1.0150638
-77.27302167,39.169195,0.9864954
-77.27296333,39.20164333,1.0101424
-77.272935,39.16519167,0.9972453
-77.27289667,39.14401,0.99398166
-77.27282,39.155955,1.0012853
-77.27262167,39.20187333,1.009424
-77.27249333,39.165625,0.9890406
-77.27239333,39.202025,1.0118642
-77.27228667,39.175125,1.0159451
-77.272125,39.15561667,1.0006341
-77.27196833,39.16869833,1.0079418
-77.271605,39.16821333,1.0036824
-77.27159,39.20167167,1.002918
-77.27156167,39.14252333,1.0000368
-77.27149167,39.147385,1.0067395
-77.27146667,39.20156333,1.0088866
-77.27137667,39.16785,1.0008515
-77.271275,39.16766833,1.003629
-77.27117,39.14208833,0.9887711
-77.27116333,39.20131667,1.0159247
-77.27100333,39.167205,0.99085885
-77.27075833,39.16678833,1.0007973
-77.27066,39.15417167,0.99859273
-77.27059333,39.15410333,0.98985636
-77.27048833,39.18311,0.9881673
-77.27038,39.11302833,1.0000262
-77.27037333,39.14785833,0.99722886
-77.27030333,39.20061833,1.0106442
-77.27018667,39.11305833,0.99897176
-77.27014,39.11485833,0.9987149
-77.27010833,39.11491833,0.9962978
-77.27004833,39.11432333,0.9798275
-77.27004667,39.11308167,1.0053546
-77.27002167,39.200435,1.0058721
-77.27001333,39.11495,0.9832306
-77.26997833,39.17687167,1.0094512
-77.26959167,39.14837,0.9931464
-77.26957,39.183485,1.0016111
-77.26945833,39.19985833,0.9963779
-77.26940333,39.14853667,0.99665165
-77.26933333,39.18354667,1.0100958
-77.26870667,39.11530833,0.9994636
-77.268465,39.17805167,0.99923086
-77.26839333,39.19820833,1.0070244
-77.26835167,39.17814167,1.0010127
-77.26832833,39.19717167,1.0025976
-77.26826667,39.15227333,1.0075797
-77.26811167,39.15241167,0.951207
-77.267875,39.17848833,1.0146807
-77.26773833,39.08833667,0.99052835
-77.26769667,39.11599167,0.9701206
-77.26765167,39.18402167,1.0015523
-77.26758833,39.17918,1.0007992
-77.26754,39.179115,1.0061253
-77.26749667,39.17874167,1.0073389
-77.26749333,39.17905,1.0179662
-77.26741,39.11622333,0.98804104
-77.26732667,39.09108167,0.9945429
-77.267155,39.09139667,0.990252
-77.26714833,39.11654667,0.98903304
-77.26712,39.138485,0.9908325
-77.26704667,39.11671333,0.9891243
-77.26680833,39.18439833,0.99842036
-77.266605,39.09262,0.988232
-77.266245,39.18475167,1.0044348
-77.26620833,39.09433333,0.9999407
-77.2661,39.09480833,1.0028155
-77.26609333,39.184685,0.9949137
-77.265985,39.09525,0.9970212
-77.26598,39.19364833,1.0082953
-77.265805,39.08475667,0.98198915
-77.26578333,39.19073333,1.0219944
-77.265565,39.22780833,1.0147913
-77.265525,39.19258333,1.0205799
-77.26549,39.22773667,1.0114809
-77.26549,39.11964667,0.99084157
-77.26528,39.08385667,0.9943893
-77.26524333,39.19194667,1.0292531
-77.26516667,39.191775,1.0289178
-77.265145,39.13792333,0.98424095
-77.265035,39.22877833,0.98697203
-77.26499333,39.08340333,0.9991841
-77.26472833,39.18459667,1.001114
-77.264365,39.18451333,1.0110961
-77.26435667,39.11912667,0.9869137
-77.264225,39.09706833,1.0055703
-77.26405833,39.183335,1.0003026
-77.26394167,39.08248333,0.96349156
-77.263905,39.18698333,0.9878702
-77.26382333,39.097005,0.9990574
-77.26371667,39.13784333,0.990972
-77.26368,39.18646,1.0008897
-77.263615,39.18261667,1.0053085
-77.26347833,39.18606333,0.99975854
-77.26340667,39.22594167,1.0003017
-77.263305,39.11859833,0.9891039
-77.26306667,39.06969,0.9881233
-77.26294333,39.096725,1.0008909
-77.26285833,39.09668667,1.0008909
-77.26279833,39.081995,0.9903515
-77.26253667,39.22971667,0.9971577
-77.26251,39.08190833,0.98495185
-77.262455,39.17091333,1.0108072
-77.262445,39.11818,1.004416
-77.26244333,39.18510167,1.0135069
-77.26243167,39.171495,1.010329
-77.262345,39.11812833,0.98923
-77.26232667,39.137795,0.99713135
-77.26225,39.17070167,1.0057331
-77.261865,39.17277667,1.000572
-77.261805,39.17291333,0.99324733
-77.26176833,39.23002333,0.991239
-77.26161833,39.17332667,0.9903379
-77.26154,39.08170833,0.9979733
-77.26152167,39.07062,0.98903334
-77.26147333,39.22430167,1.0015279
-77.26137667,39.22421333,1.0013399
-77.26136667,39.23014833,0.99348944
-77.26133667,39.18152667,1.0266764
-77.261335,39.06813667,0.9943823
-77.261215,39.116815,1.0008167
-77.26120833,39.08164333,0.984042
-77.26119833,39.0681,0.99328506
-77.26115167,39.11548333,0.9972
-77.26113,39.095495,0.9956799
-77.26106167,39.174585,1.0181636
-77.261015,39.11512667,0.99234074
-77.26098,39.09525667,0.9978633
-77.26093833,39.09518,1.0033894
-77.26091833,39.16931167,1.0177193
-77.26089833,39.09510833,1.0010625
-77.260815,39.07154167,0.9936663
-77.26063833,39.06794833,1.0027428
-77.26056,39.072185,0.9808963
-77.26051667,39.07231,0.9794945
-77.26042167,39.22301,1.0089176
-77.26028333,39.11446333,1.0054954
-77.26024333,39.18221,1.0100621
-77.260215,39.22255,1.0011095
-77.26021,39.18210167,1.0035949
-77.25997833,39.07377333,0.9939733
-77.25985,39.137725,1.0044094
-77.259795,39.09363,0.99073774
-77.25976333,39.06770833,1.0011643
-77.25972333,39.07455667,0.99610746
-77.25964833,39.23072,1.0102834
-77.25962833,39.06767167,1.0011643
-77.259585,39.09352,0.995674
-77.25927167,39.09340333,0.99451697
-77.25909833,39.16581167,1.0049717
-77.25883333,39.163615,0.9833756
-77.25882667,39.220835,0.99602693
-77.25869,39.22073167,0.9947029
-77.258465,39.163025,0.9944572
-77.25829667,39.08138333,0.9941721
-77.25827667,39.22043833,0.992065
-77.25822833,39.09337667,0.9923926
-77.25804333,39.07701167,0.99470097
-77.2578,39.07735833,0.9865427
-77.25750833,39.21989667,1.0046825
-77.257395,39.07789,0.9998824
-77.25723833,39.114445,0.9927676
-77.25700167,39.080805,0.9924227
-77.25694333,39.23125667,1.0015745
-77.25688333,39.21943667,0.9872556
-77.25681667,39.09430333,0.98897123
-77.25675833,39.16213667,0.98602897
-77.25658667,39.080485,0.9967863
-77.25636333,39.219045,1.0020925
-77.25626167,39.11307167,0.98458236
-77.255935,39.09498833,0.99983156
-77.25590833,39.13759667,0.98935795
-77.25579667,39.07984667,1.0047143
-77.25568167,39.07980167,1.0084302
-77.25559167,39.23096,0.9861236
-77.25527333,39.08027667,1.0006992
-77.25523,39.21816333,1.0012792
-77.25521833,39.06576167,0.9968021
-77.25514,39.09661833,0.98992115
-77.25498833,39.11364667,0.9883479
-77.25479667,39.23072667,1.0014589
-77.25468333,39.17540167,1.0084125
-77.25444667,39.06531833,0.9819159
-77.25442667,39.15489667,0.9598096
-77.25440833,39.2306,0.99381614
-77.25440833,39.096845,0.9925264
-77.254085,39.08028167,1.0081758
-77.25405667,39.15613667,0.9656064
-77.25402833,39.23045333,0.9963482
-77.25391667,39.15630167,0.97167724
-77.25390833,39.15419,0.98833185
-77.25361167,39.15707167,0.95846283
-77.25353667,39.082745,1.0129751
-77.253465,39.09712833,0.9932281
-77.25345,39.19459833,0.9969734
-77.25344,39.08345333,1.0008628
-77.253365,39.08362667,1.0093095
-77.253245,39.08005167,0.99476963
-77.253015,39.11441333,1.0016589
-77.25297833,39.11443333,1.0016589
-77.25293333,39.17486333,1.0121101
-77.25286833,39.16175333,0.9942987
-77.25286833,39.08070167,1.005643
-77.25286167,39.064325,0.9953584
-77.25283667,39.10356833,0.9956556
-77.25282,39.11550333,0.9999209
-77.25281333,39.11626833,0.99225956
-77.25280833,39.11597667,1.005206
-77.2527,39.10091667,0.9978995
-77.25265,39.11751167,1.0080463
-77.25257333,39.22956667,1.006022
-77.25255,39.117605,1.0097632
-77.25254833,39.08189167,0.9861326
-77.25250833,39.10416833,1.002041
-77.25245167,39.08185,0.9861326
-77.25242667,39.16178167,0.9893273
-77.25238,39.081005,1.0005431
-77.252365,39.064,1.0044816
-77.25228167,39.16179333,0.9970992
-77.25226,39.21565167,1.0085768
-77.25224,39.06392,1.0025625
-77.25220667,39.174555,1.0076276
-77.25208667,39.1049,1.0002159
-77.252035,39.15935667,0.9927264
-77.25198667,39.21551833,1.0098834
-77.25196833,39.15413833,0.98779106
-77.25189333,39.174425,1.0060949
-77.25185,39.08471333,1.0142921
-77.25184833,39.21545,0.99965036
-77.25178833,39.10567,0.9992674
-77.25152167,39.22893167,1.0078664
-77.251485,39.15987667,0.995548
-77.251305,39.19462667,0.99880874
-77.251205,39.117265,1.0168912
-77.25112,39.13652167,0.9965515
-77.25110667,39.063175,0.9977626
-77.25070167,39.21488833,1.004017
-77.25065833,39.08094667,0.99890625
-77.250635,39.11707833,1.0137328
-77.25036833,39.08523833,1.0075715
-77.25034167,39.17405667,1.0064869
-77.25032,39.22817833,1.0130396
-77.25014,39.19452667,0.9940293
-77.25012667,39.10710167,1.0085438
-77.24998833,39.19449333,0.992516
-77.24991333,39.10687167,0.9951406
-77.24974,39.116805,1.0107789
-77.24961167,39.15392833,0.99800503
-77.249235,39.08550833,1.0115907
-77.24919333,39.194145,0.9991083
-77.24914167,39.08549667,1.0075244
-77.24911167,39.227405,1.010439
-77.24896833,39.19399333,0.9997844
-77.248825,39.11654167,1.0016335
-77.248765,39.061865,0.9871892
-77.24866667,39.21278833,0.9884804
-77.24859333,39.08405833,1.0071223
-77.24857167,39.08132,0.99519
-77.24851167,39.10604167,0.9906924
-77.24839,39.134755,0.9852519
-77.248335,39.10604,1.0059568
-77.24820667,39.22678167,1.0094935
-77.24811167,39.15262833,0.99797547
-77.24810833,39.226705,1.005966
-77.24763,39.22627667,1.0084743
-77.24746333,39.22590167,0.9894181
-77.24733333,39.13425,1.0025144
-77.24720333,39.06120167,0.9862584
-77.24704,39.08102167,1.0006818
-77.246975,39.20863167,1.0023514
-77.24677,39.10672167,1.0022801
-77.246695,39.11584167,1.0008017
-77.24669167,39.20761833,0.99150497
-77.24668833,39.060935,0.97922564
-77.24662667,39.20739167,1.0023261
-77.24656333,39.207165,0.99879634
-77.24642333,39.08087167,1.0031188
-77.24639833,39.084525,0.9993935
-77.24636333,39.15121833,0.9809475
-77.246275,39.13382667,0.9982464
-77.24623167,39.20593,1.000072
-77.24612333,39.20549667,0.98709524
-77.246065,39.06060167,0.976016
-77.24606167,39.11618,1.0075107
-77.24601,39.11624,1.0013119
-77.24593833,39.084645,1.0048898
-77.24577333,39.10658333,0.9915242
-77.24569833,39.116645,1.0027207
-77.24553,39.10657333,0.9843239
-77.24526667,39.11726,1.0026762
-77.24515167,39.11750833,1.0057185
-77.24498333,39.13343333,0.99587595
-77.24497,39.11803833,0.9826328
-77.24494,39.059975,0.9792043
-77.244845,39.133405,0.99622697
-77.24476167,39.150635,1.0056174
-77.24472167,39.118595,0.9880739
-77.244645,39.10666833,0.9886166
-77.24462333,39.15071167,0.9874563
-77.244585,39.11894667,0.9962003
-77.24450333,39.05959,0.99926347
-77.24445167,39.13330167,0.9961826
-77.244305,39.10674833,0.9935692
-77.24429667,39.11978167,0.98742867
-77.24406,39.058835,1.0040694
-77.24401333,39.15089833,0.98717
-77.24398833,39.10679,0.997857
-77.24398333,39.12045,0.99015623
-77.24392667,39.22276,1.0029945
-77.24387,39.121295,0.99672765
-77.24382333,39.05838,0.9892074
-77.24376333,39.122405,0.99910873
-77.243655,39.12406,1.0048493
-77.24362167,39.12391667,0.9996447
-77.24352667,39.12466,0.9845825
-77.24340667,39.22203,1.0037999
-77.24336667,39.177455,0.99764127
-77.24335167,39.22192,1.0070419
-77.24334333,39.15108333,0.9772528
-77.24330167,39.21951833,0.9952967
-77.243255,39.22170667,1.0075693
-77.24321833,39.22159667,1.002918
-77.24321833,39.08022,0.99539834
-77.24318333,39.22148667,1.0092124
-77.243065,39.12295667,1.002367
-77.24305333,39.12301833,1.0088984
-77.24304667,39.12307833,1.0022236
-77.24304333,39.12554333,1.003222
-77.242995,39.10659667,0.99811816
-77.24292167,39.10660333,0.99811816
-77.24288833,39.132695,0.9964477
-77.24256,39.179295,1.0020038
-77.24244333,39.05577333,0.9998336
-77.242435,39.178015,1.0051087
-77.24236833,39.10681167,1.002509
-77.242255,39.21708167,1.0044786
-77.242135,39.17882,1.0035677
-77.24206167,39.05509,0.994563
-77.24193333,39.20375,0.9972935
-77.24188,39.20342667,0.9884354
-77.24184,39.20336833,1.0061599
-77.24175667,39.20384833,1.0013021
-77.241225,39.126695,1.0055362
-77.24109,39.13172833,0.99253327
-77.24104833,39.15258667,0.9600607
-77.24085167,39.15273167,0.9717051
-77.24082833,39.13153833,0.9972389
-77.24067167,39.10789,0.9862502
-77.24065833,39.21629,1.0114429
-77.24055833,39.11214,1.003592
-77.24045167,39.20424833,1.0008394
-77.24037333,39.11252167,1.0003438
-77.24036833,39.13114,0.99724305
-77.24028667,39.11259833,0.9914643
-77.24024,39.20431,0.9919039
-77.24021333,39.12705167,0.9886314
-77.24020333,39.10822,0.96985245
-77.24009167,39.11168333,0.9947882
-77.24006167,39.130855,0.9990435
-77.23998667,39.11286667,1.0018648
-77.23975667,39.21055,1.0108904
-77.23969167,39.10854167,0.9725374
-77.239665,39.21078333,1.0039636
-77.23966333,39.15355833,0.96705574
-77.23958167,39.20148333,1.0065061
-77.23951833,39.20146333,1.0065061
-77.23944667,39.20144167,0.988736
-77.239435,39.15727167,0.98351866
-77.23942333,39.05223833,0.9866495
-77.23936667,39.21226333,1.0062737
-77.23933,39.12746167,0.9983831
-77.23922,39.21612667,1.0038792
-77.23921667,39.19732167,1.0004975
-77.23906667,39.215005,1.0055313
-77.23903667,39.19892833,0.9910547
-77.23897833,39.08052333,0.9975078
-77.23896167,39.19917,0.99305165
-77.238935,39.20123333,0.99051565
-77.23866,39.08646,0.9927553
-77.238615,39.15920833,0.95740336
-77.23860833,39.20079833,0.97752625
-77.23857333,39.20610833,1.0013165
-77.23854667,39.20700833,0.9979523
-77.23854333,39.20708667,0.9928188
-77.23853667,39.20724667,0.99834263
-77.23842,39.131005,0.9980606
-77.23841333,39.15925667,0.9960425
-77.23837667,39.12177333,1.0180254
-77.238325,39.15453167,1.004059
-77.23828333,39.15453,1.004059
-77.23823333,39.11988,1.0192723
-77.238205,39.05153667,0.99200857
-77.23819833,39.10887833,1.0035542
-77.238175,39.12069,1.0043949
-77.23815,39.12104833,1.0031612
-77.238025,39.11494833,1.0039226
-77.238025,39.17556333,1.0110294
-77.23799333,39.108865,1.0059259
-77.23793333,39.121295,1.0095112
-77.23792833,39.20886667,0.9914948
-77.237875,39.10961167,1.0037514
-77.23782833,39.08076,0.9937283
-77.23782333,39.11513,1.0003202
-77.23778667,39.19605333,0.9984001
-77.23777333,39.11539333,1.0023075
-77.23775833,39.11549167,0.9858223
-77.23775833,39.12822,1.0053949
-77.237705,39.15933333,0.9754243
-77.237635,39.155115,0.9618783
-77.23761,39.119775,1.0158191
-77.23759833,39.20914,0.9848902
-77.23755833,39.20992833,0.9965533
-77.23754833,39.11651667,0.9997927
-77.23751333,39.11975333,1.0021746
-77.237455,39.10891833,1.0215987
-77.23737,39.20948167,0.989871
-77.23735,39.08728167,1.0019865
-77.237235,39.08739,0.9995616
-77.23717667,39.08744333,0.9941744
-77.23710167,39.173395,1.0082731
-77.236965,39.173135,1.0057498
-77.23687167,39.19703667,0.9849121
-77.23681333,39.11711167,1.0064347
-77.23673667,39.08789667,0.99036306
-77.23662833,39.11713833,1.0040867
-77.23661,39.11961833,1.019863
-77.23638333,39.11713833,1.0117108
-77.23602833,39.11724833,1.0134865
-77.23596,39.12328333,1.0060552
-77.23595667,39.13147667,1.000799
-77.23592833,39.11736833,1.0151494
-77.23588167,39.12327667,1.0175496
-77.23587333,39.17646333,1.001116
-77.235615,39.17074167,1.0078036
-77.23558667,39.19743,0.9912537
-77.23553833,39.11811667,1.012284
-77.23552667,39.15956,0.9563509
-77.23536833,39.11791833,1.0086232
-77.23536167,39.17656333,1.0078197
-77.23533833,39.08193833,0.9955074
-77.23533667,39.13157167,0.9923613
-77.23531833,39.11783833,1.0133319
-77.2352,39.13156667,0.9934569
-77.23516667,39.144695,0.998622
-77.235075,39.12907667,1.014295
-77.23506333,39.14476167,0.98871535
-77.234995,39.14422833,1.004091
-77.234835,39.09067333,1.0133381
-77.23477,39.09079,1.0151832
-77.23476333,39.12909167,1.0015833
-77.23470333,39.090905,1.0070122
-77.23467333,39.144965,0.9991018
-77.23457,39.14310833,1.0027518
-77.23457,39.082185,1.0051967
-77.23455333,39.14290833,0.98787445
-77.23451,39.09125333,1.0027635
-77.23445333,39.14136833,0.98461497
-77.23442833,39.12316,1.0076224
-77.234385,39.15982,0.92497075
-77.23432333,39.12909333,1.0162084
-77.234195,39.12909167,1.0093026
-77.23414833,39.14090333,1.0045483
-77.23410833,39.16876167,1.0017002
-77.23402833,39.14542333,0.9929973
-77.23397,39.19061167,0.99365205
-77.23394333,39.19072,0.99773234
-77.23381667,39.140615,1.0009536
-77.23371667,39.14055,0.98686683
-77.23362667,39.12313833,1.0088211
-77.233585,39.048685,0.99543893
-77.23357333,39.092925,1.0021796
-77.233445,39.14622667,0.9998105
-77.23341833,39.09315333,0.9922369
-77.23329667,39.192895,0.9945105
-77.23327,39.14667,1.0027745
-77.23324833,39.04858167,0.9942965
-77.23323833,39.16006167,0.99202514
-77.23320667,39.05027833,0.9835157
-77.23312667,39.04980167,0.99904084
-77.23312333,39.05126333,0.98583055
-77.23307667,39.04883667,0.97414964
-77.23307167,39.048925,0.99799556
-77.23305,39.08269833,1.002091
-77.232965,39.051635,0.9856497
-77.23281167,39.18697667,0.9964086
-77.232675,39.16043,0.96420044
-77.23251833,39.14978,0.9956486
-77.23250667,39.18506333,0.9974021
-77.23241833,39.17771333,0.9971025
-77.23240833,39.05294333,0.9913744
-77.232385,39.12349667,1.0026697
-77.23230167,39.05317167,1.0007768
-77.23228667,39.18424333,0.9950245
-77.23226,39.12353833,1.0058624
-77.232245,39.184135,0.9884538
-77.23221833,39.19411667,0.99287605
-77.23213167,39.14738333,1.0077834
-77.232055,39.195985,0.9914929
-77.23202667,39.16095333,1.0021769
-77.23200167,39.05486,0.99172235
-77.231975,39.05558333,0.9926152
-77.23196333,39.18332,0.99720484
-77.23192667,39.1832,1.0079077
-77.23178667,39.18147333,0.9936652
-77.23177833,39.18167,1.0076307
-77.231755,39.18197833,0.9957293
-77.23168333,39.16124667,0.9733634
-77.23167833,39.19420833,1.0019346
-77.23166,39.09542333,1.0057646
-77.23138833,39.17815667,1.000829
-77.231325,39.15280833,1.0064613
-77.23132333,39.05741,0.9899125
-77.23128667,39.19520167,0.9998078
-77.23116667,39.09592833,1.0021434
-77.23111667,39.12390667,1.0051029
-77.231105,39.05793333,0.99346286
-77.23108167,39.12392,1.0051029
-77.230965,39.15341167,1.0080601
-77.23092167,39.16161,0.9607479
-77.23087667,39.05859,0.9985086
-77.23087333,39.19441,0.99543875
-77.23081167,39.16786667,0.9998965
-77.23075833,39.08344333,0.9974381
-77.230525,39.12903833,1.0046265
-77.23051667,39.12849667,1.0090141
-77.23045,39.08354833,0.9934559
-77.23039,39.127595,1.0042292
-77.230305,39.124045,0.9966527
-77.23025167,39.06046,0.9962043
-77.230185,39.12917833,1.0048063
-77.230155,39.12752667,1.0055726
-77.23013,39.162085,0.9901848
-77.230065,39.060915,0.99824125
-77.22999667,39.06384667,1.0000973
-77.229985,39.06128,0.9928719
-77.22981667,39.16265,0.9757604
-77.22976833,39.12919167,0.99577016
-77.22932167,39.16350833,0.966113
-77.22918,39.12384667,0.9991036
-77.229175,39.09731,1.0034789
-77.228995,39.12381333,0.9910627
-77.22896333,39.14082333,1.0044999
-77.22894833,39.12750167,1.0025871
-77.228825,39.08408667,0.9956404
-77.22862667,39.12745167,1.0060151
-77.22841,39.14109667,1.011508
-77.22833833,39.16428667,0.9790595
-77.22826833,39.14132167,1.0057871
-77.228205,39.16567,1.0058584
-77.22812,39.14144833,1.0121032
-77.22804167,39.14150667,1.0079356
-77.22786833,39.14161167,0.9986219
-77.22784833,39.16525333,0.99307793
-77.22782,39.12387167,1.009812
-77.22781,39.12721667,1.0035496
-77.22753667,39.16470667,1.001925
